Location,Price,Bedrooms,Bathrooms,Size (sqft),Ownership,Property type,Garden
Newcastle,302200.0,6.0,1.0,434.0,Unknown,Apartment,Yes
Newcastle,,4.0,,405.0,,Semi-Detached,Yes
Newcastle,321600.0,3.0,1.0,442.0,,Mansionette,Not Specified
Newcastle,551300.0,3.0,2.0,913.0,,Flat,Yes
Newcastle,125400.0,2.0,1.0,417.0,,Terraced,Not Specified
Newcastle,265800.0,4.0,2.0,592.0,,Terraced,Yes
Newcastle,153700.0,3.0,1.0,454.0,Unknown,Detached,Yes
Sunderland,96500.0,2.0,2.0,482.0,Freehold,Mansionette,Yes
Newcastle,,2.0,,973.0,,Detached,Yes
Newcastle,241200.0,2.0,1.0,475.0,,,No
Gateshead,109000.0,2.0,1.0,421.0,Leasehold,Terraced,No
Gateshead,159400.0,2.0,1.0,438.0,Freehold,Flat,Yes
Morpeth,151400.0,4.0,1.0,507.0,,Terraced,Yes
Gateshead,,2.0,1.0,,,Detached,Yes
Consett,58200.0,3.0,1.0,408.0,,Flat,
Newcastle,182000.0,1.0,1.0,466.0,,Mansionette,Yes
,,3.0,1.0,794.0,,,No
Gateshead,139100.0,2.0,1.0,435.0,Co-operative Society,Semi-Detached,Yes
Gateshead,177600.0,2.0,1.0,457.0,Leasehold,,No
Gateshead,,3.0,,530.0,,Semi-Detached,Yes
Newcastle,247500.0,2.0,1.0,616.0,Freehold,Detached,Yes
Gateshead,146200.0,2.0,1.0,429.0,,Detached,Yes
Consett,85500.0,3.0,1.0,697.0,Freehold,Semi-Detached,Yes
Gateshead,314700.0,2.0,1.0,849.0,,,Yes
Gateshead,147300.0,3.0,1.0,433.0,Freehold,Semi-Detached,Yes
Gateshead,152700.0,2.0,1.0,436.0,Leasehold,Terraced,Yes
,,3.0,1.0,479.0,,Flat,No
Gateshead,143400.0,3.0,1.0,444.0,Leasehold,Detached,Yes
Gateshead,295000.0,4.0,1.0,675.0,,,Yes
,,3.0,1.0,427.0,,,Yes
Newcastle,174800.0,2.0,1.0,431.0,Freehold,,Yes
Morpeth,86400.0,2.0,1.0,433.0,Leasehold,,Yes
Gateshead,216200.0,1.0,2.0,498.0,,Flat,Not Specified
Newcastle,402700.0,3.0,1.0,463.0,,Terraced,No
Gateshead,129100.0,1.0,1.0,480.0,Freehold,,Not Specified
Newcastle,252700.0,2.0,1.0,503.0,Leasehold,Semi-Detached,Yes
Sunderland,83500.0,5.0,1.0,422.0,,,Yes
Newcastle,384100.0,2.0,1.0,581.0,,,Yes
Newcastle,123500.0,3.0,1.0,544.0,,Semi-Detached,Yes
Newcastle,174500.0,4.0,1.0,469.0,,Terraced,Yes
Gateshead,209300.0,1.0,1.0,528.0,,Semi-Detached,No
Gateshead,131400.0,1.0,1.0,433.0,,Semi-Detached,No
Gateshead,,1.0,2.0,,,Semi-Detached,No
Gateshead,118400.0,2.0,1.0,408.0,Unknown,Semi-Detached,Not Specified
Newcastle,99800.0,2.0,1.0,445.0,,Mansionette,Patio
Gateshead,,3.0,,467.0,,Terraced,
Gateshead,,5.0,1.0,,,Detached,Yes
Sunderland,60800.0,3.0,1.0,475.0,,Mansionette,
Newcastle,291600.0,3.0,1.0,516.0,,Semi-Detached,Yes
Newcastle,230300.0,,2.0,434.0,,Flat,Yes
Gateshead,139900.0,2.0,2.0,401.0,Leasehold,Flat,
Newcastle,342000.0,1.0,1.0,618.0,,Semi-Detached,No
Morpeth,164000.0,3.0,1.0,465.0,,Mansionette,Yes
Consett,59200.0,2.0,1.0,491.0,,Semi-Detached,Yes
Newcastle,646900.0,2.0,2.0,1359.0,Freehold,Mansionette,Patio
Gateshead,137000.0,3.0,1.0,462.0,Freehold,Not Specified,No
Gateshead,95800.0,3.0,1.0,430.0,,Terraced,No
Newcastle,,2.0,,480.0,Freehold,Flat,
Newcastle,168700.0,2.0,1.0,539.0,Leasehold,Flat,Yes
Gateshead,186500.0,2.0,1.0,527.0,,,No
Newcastle,226600.0,2.0,2.0,441.0,Unknown,Semi-Detached,Yes
Newcastle,193600.0,2.0,1.0,462.0,,Terraced,
Newcastle,195800.0,3.0,1.0,477.0,,Detached,
Gateshead,179200.0,2.0,1.0,667.0,Leasehold,Not Specified,Not Specified
Gateshead,,3.0,1.0,,,Mansionette,Not Specified
Morpeth,81200.0,1.0,1.0,513.0,Leasehold,Mansionette,No
Gateshead,136700.0,2.0,2.0,439.0,,Terraced,No
Gateshead,210400.0,1.0,1.0,629.0,,Flat,No
Gateshead,176900.0,3.0,1.0,431.0,Leasehold,Terraced,No
Gateshead,167100.0,4.0,1.0,447.0,Leasehold,Semi-Detached,Yes
Morpeth,,2.0,,,,Semi-Detached,Yes
Newcastle,145300.0,3.0,1.0,439.0,Co-operative Society,Not Specified,Yes
Newcastle,296800.0,3.0,1.0,490.0,Leasehold,Mansionette,
Newcastle,151900.0,1.0,1.0,435.0,Leasehold,Terraced,No
Newcastle,106600.0,,1.0,438.0,Leasehold,Semi-Detached,No
Newcastle,468500.0,4.0,1.0,761.0,,Detached,
Newcastle,140000.0,2.0,1.0,443.0,,Not Specified,Yes
Gateshead,114200.0,1.0,1.0,423.0,,Terraced,
Newcastle,425900.0,3.0,1.0,976.0,Freehold,Semi-Detached,Yes
Gateshead,113300.0,3.0,1.0,409.0,,,Not Specified
Newcastle,203900.0,2.0,1.0,471.0,Unknown,Detached,Yes
Morpeth,75300.0,2.0,1.0,439.0,,Semi-Detached,Yes
Sunderland,73400.0,5.0,1.0,528.0,Leasehold,Detached,Not Specified
Newcastle,142100.0,2.0,1.0,420.0,,Terraced,
Newcastle,130200.0,1.0,1.0,427.0,Unknown,,
Newcastle,167500.0,3.0,1.0,440.0,,,Patio
Sunderland,99300.0,2.0,1.0,431.0,Freehold,,Yes
Morpeth,125200.0,2.0,1.0,456.0,Leasehold,Semi-Detached,
Newcastle,485800.0,3.0,1.0,641.0,,Semi-Detached,Yes
Newcastle,263900.0,4.0,1.0,475.0,Unknown,Flat,Patio
Gateshead,,2.0,1.0,,,,No
Gateshead,195200.0,4.0,1.0,442.0,,Semi-Detached,Not Specified
Gateshead,198900.0,2.0,1.0,440.0,,Terraced,
Gateshead,151600.0,3.0,1.0,533.0,Freehold,Semi-Detached,
Gateshead,316200.0,3.0,1.0,1023.0,,,
Gateshead,169100.0,2.0,1.0,449.0,Leasehold,Terraced,Yes
Gateshead,165300.0,1.0,1.0,545.0,Freehold,Apartment,Not Specified
Gateshead,130400.0,3.0,1.0,444.0,Leasehold,Flat,Yes
Gateshead,210200.0,2.0,1.0,650.0,Co-operative Society,,Yes
,,2.0,1.0,479.0,Unknown,Mansionette,Yes
Gateshead,,2.0,,497.0,Leasehold,Detached,Yes
Sunderland,341900.0,2.0,1.0,1665.0,Co-operative Society,Semi-Detached,Not Specified
Newcastle,123100.0,2.0,1.0,419.0,Freehold,Semi-Detached,
Newcastle,,2.0,2.0,,Unknown,Flat,
Newcastle,367600.0,3.0,1.0,664.0,,,Yes
Newcastle,432800.0,3.0,1.0,821.0,,Semi-Detached,Yes
Gateshead,187000.0,4.0,1.0,406.0,Freehold,Semi-Detached,
Newcastle,232500.0,2.0,1.0,420.0,,,Yes
Gateshead,153300.0,1.0,1.0,444.0,Leasehold,Flat,No
Gateshead,147200.0,1.0,2.0,586.0,,Not Specified,
Gateshead,132800.0,2.0,1.0,432.0,,Flat,No
,,4.0,1.0,550.0,Freehold,Flat,Not Specified
Gateshead,196300.0,4.0,1.0,432.0,,Flat,No
Gateshead,202600.0,2.0,1.0,621.0,,Detached,
Newcastle,197700.0,3.0,1.0,419.0,Freehold,Detached,Yes
Newcastle,219200.0,2.0,1.0,435.0,,Semi-Detached,Patio
Gateshead,223200.0,1.0,1.0,499.0,,,Yes
Gateshead,134700.0,1.0,1.0,445.0,Leasehold,Detached,
Newcastle,171500.0,1.0,1.0,436.0,,Terraced,Patio
Gateshead,122900.0,3.0,2.0,456.0,Unknown,Semi-Detached,Yes
Newcastle,247600.0,2.0,1.0,526.0,Freehold,Not Specified,Not Specified
Gateshead,,2.0,1.0,,,,Yes
Gateshead,182500.0,2.0,1.0,454.0,,Not Specified,
Gateshead,180100.0,1.0,1.0,651.0,Leasehold,Semi-Detached,Yes
Newcastle,146600.0,2.0,1.0,461.0,,Detached,No
Morpeth,151200.0,2.0,2.0,448.0,Leasehold,Semi-Detached,Yes
Gateshead,165300.0,2.0,1.0,438.0,Freehold,Apartment,Yes
Newcastle,140200.0,3.0,2.0,469.0,,,No
Newcastle,,6.0,1.0,,,,No
Morpeth,,1.0,,417.0,,Detached,Yes
Gateshead,126500.0,1.0,1.0,435.0,Freehold,Flat,No
Newcastle,228000.0,2.0,1.0,443.0,Leasehold,Terraced,Not Specified
Sunderland,128700.0,2.0,2.0,604.0,,Semi-Detached,Yes
Newcastle,225000.0,1.0,1.0,408.0,Leasehold,Terraced,Not Specified
Morpeth,169300.0,2.0,1.0,842.0,Freehold,Flat,Yes
Gateshead,179100.0,2.0,1.0,510.0,Leasehold,Semi-Detached,Yes
Morpeth,165900.0,3.0,1.0,564.0,Leasehold,Terraced,Yes
Gateshead,142600.0,2.0,1.0,411.0,,Detached,Yes
Newcastle,278200.0,2.0,1.0,459.0,,Apartment,Yes
Newcastle,141600.0,2.0,1.0,452.0,,Detached,Yes
Gateshead,157000.0,2.0,1.0,416.0,,Apartment,Yes
Morpeth,55400.0,3.0,1.0,419.0,Freehold,Detached,Not Specified
Gateshead,219300.0,1.0,1.0,631.0,,Semi-Detached,Patio
Gateshead,174200.0,5.0,1.0,493.0,,Terraced,
Gateshead,167700.0,2.0,1.0,447.0,,Semi-Detached,Yes
Newcastle,258700.0,2.0,0.0,449.0,,Terraced,No
,,3.0,1.0,504.0,,Terraced,Yes
Gateshead,149100.0,2.0,1.0,566.0,Leasehold,Terraced,Yes
Newcastle,169700.0,4.0,1.0,453.0,Co-operative Society,Semi-Detached,Yes
Newcastle,243400.0,1.0,1.0,491.0,Unknown,Flat,
Sunderland,,2.0,,427.0,,Terraced,Yes
Newcastle,253800.0,4.0,1.0,443.0,Freehold,,Patio
Gateshead,137100.0,5.0,1.0,405.0,Freehold,Terraced,Not Specified
Gateshead,158800.0,4.0,1.0,451.0,,,Yes
Sunderland,70300.0,,1.0,455.0,,Flat,
Newcastle,335200.0,2.0,2.0,621.0,,Detached,Yes
Gateshead,151800.0,3.0,2.0,473.0,Freehold,Not Specified,No
Newcastle,208700.0,2.0,2.0,439.0,,Flat,Yes
Newcastle,169100.0,1.0,1.0,444.0,,Semi-Detached,Not Specified
Newcastle,192200.0,1.0,1.0,417.0,,Terraced,Patio
Gateshead,145800.0,4.0,1.0,434.0,Freehold,Apartment,
Newcastle,132700.0,3.0,1.0,428.0,,Semi-Detached,No
Gateshead,174500.0,3.0,1.0,465.0,,Semi-Detached,Not Specified
Sunderland,63500.0,4.0,1.0,573.0,,Terraced,Yes
Newcastle,291000.0,5.0,1.0,411.0,Freehold,Terraced,Yes
Newcastle,192900.0,2.0,1.0,620.0,,Terraced,Not Specified
Newcastle,170700.0,2.0,1.0,418.0,,Detached,Yes
Newcastle,,2.0,2.0,,,Flat,Not Specified
Newcastle,163700.0,4.0,1.0,444.0,Leasehold,Mansionette,Yes
Gateshead,141600.0,3.0,1.0,428.0,,Mansionette,Yes
Gateshead,136000.0,2.0,2.0,419.0,,Detached,Patio
Newcastle,206400.0,2.0,1.0,418.0,,Flat,Yes
Newcastle,103800.0,1.0,1.0,478.0,,Terraced,Not Specified
Gateshead,225300.0,4.0,1.0,752.0,,Mansionette,Yes
Sunderland,115100.0,2.0,1.0,413.0,Freehold,Semi-Detached,Yes
Gateshead,182600.0,3.0,1.0,460.0,,Terraced,Yes
Sunderland,,1.0,1.0,,Co-operative Society,Flat,Yes
Newcastle,207900.0,3.0,1.0,462.0,Freehold,Detached,No
Newcastle,,3.0,2.0,,,Detached,No
Newcastle,503000.0,1.0,1.0,1418.0,,Semi-Detached,Yes
Gateshead,,2.0,,438.0,,Terraced,No
Newcastle,208900.0,3.0,1.0,542.0,,Semi-Detached,
Newcastle,155200.0,1.0,1.0,420.0,,Semi-Detached,No
Newcastle,123300.0,2.0,1.0,418.0,,,Yes
Newcastle,154500.0,,1.0,417.0,,Apartment,No
Newcastle,141400.0,2.0,2.0,410.0,Leasehold,Terraced,Yes
Gateshead,191700.0,2.0,1.0,469.0,Freehold,Terraced,No
Newcastle,,1.0,1.0,,,Semi-Detached,Yes
Consett,47300.0,2.0,1.0,438.0,Freehold,Semi-Detached,Yes
Newcastle,108500.0,2.0,1.0,432.0,Co-operative Society,Terraced,No
Newcastle,325400.0,4.0,1.0,508.0,Leasehold,Detached,
Gateshead,,3.0,,426.0,,,
Consett,105800.0,3.0,1.0,406.0,,Terraced,Yes
Newcastle,119700.0,2.0,1.0,440.0,,Semi-Detached,Patio
Gateshead,180100.0,2.0,1.0,463.0,,Terraced,No
Newcastle,174000.0,5.0,1.0,457.0,,Terraced,Yes
Gateshead,112400.0,2.0,1.0,417.0,,Terraced,Not Specified
Gateshead,188300.0,2.0,1.0,522.0,,Detached,Yes
Gateshead,164200.0,3.0,1.0,507.0,Freehold,Detached,Yes
Sunderland,154100.0,2.0,1.0,921.0,,Detached,No
Gateshead,143000.0,5.0,1.0,424.0,Leasehold,Terraced,Yes
Newcastle,210100.0,3.0,1.0,436.0,,Detached,
Gateshead,132300.0,2.0,1.0,531.0,,Terraced,
Gateshead,168400.0,2.0,2.0,451.0,,Terraced,No
Gateshead,115500.0,2.0,1.0,442.0,,Semi-Detached,Patio
Newcastle,268500.0,3.0,1.0,542.0,,,Not Specified
Newcastle,165800.0,3.0,1.0,444.0,Unknown,Semi-Detached,Yes
,,3.0,1.0,445.0,,Semi-Detached,Yes
Gateshead,191700.0,4.0,2.0,523.0,Unknown,Flat,Yes
Gateshead,122100.0,4.0,1.0,429.0,,Semi-Detached,No
Newcastle,190700.0,2.0,1.0,445.0,,,Yes
Gateshead,124800.0,2.0,2.0,435.0,,Detached,
Sunderland,143400.0,3.0,1.0,631.0,,Not Specified,Yes
Sunderland,98300.0,1.0,1.0,434.0,Freehold,Mansionette,Yes
Gateshead,185600.0,2.0,1.0,552.0,Leasehold,Not Specified,Yes
Newcastle,116800.0,3.0,1.0,558.0,,Semi-Detached,No
,,3.0,1.0,1284.0,Freehold,,Not Specified
Gateshead,156800.0,3.0,1.0,508.0,Co-operative Society,,Not Specified
Gateshead,121800.0,1.0,1.0,432.0,,Semi-Detached,Yes
Newcastle,107100.0,1.0,1.0,432.0,,Flat,Yes
Morpeth,101500.0,2.0,1.0,432.0,Freehold,,Yes
Newcastle,175600.0,2.0,1.0,459.0,,Apartment,No
Newcastle,207700.0,3.0,1.0,496.0,Unknown,Terraced,Yes
Gateshead,,2.0,1.0,,,Terraced,No
Newcastle,243700.0,2.0,1.0,432.0,Freehold,Semi-Detached,
Newcastle,131900.0,2.0,2.0,426.0,,Apartment,Yes
,,2.0,2.0,500.0,Co-operative Society,Apartment,Yes
Gateshead,178600.0,2.0,1.0,442.0,,Detached,Not Specified
Newcastle,243800.0,1.0,1.0,453.0,Freehold,Detached,Yes
Gateshead,170600.0,2.0,1.0,461.0,,Terraced,Yes
Gateshead,,2.0,,503.0,Freehold,Detached,No
Newcastle,246200.0,,1.0,444.0,,Flat,Yes
Gateshead,138400.0,3.0,1.0,419.0,,,
Morpeth,87500.0,2.0,2.0,438.0,,,Yes
Newcastle,196900.0,4.0,1.0,540.0,Unknown,Apartment,Yes
Sunderland,105500.0,2.0,1.0,530.0,Unknown,Flat,No
Gateshead,143900.0,2.0,1.0,440.0,,Semi-Detached,
Gateshead,171700.0,2.0,1.0,441.0,,,Yes
Newcastle,277800.0,3.0,1.0,449.0,,Terraced,Patio
Sunderland,76500.0,,1.0,441.0,,Semi-Detached,No
Newcastle,324900.0,3.0,2.0,632.0,,Detached,Yes
Morpeth,95100.0,2.0,1.0,427.0,,Mansionette,Yes
Morpeth,69200.0,3.0,1.0,451.0,,Semi-Detached,No
Gateshead,147400.0,2.0,1.0,463.0,,Flat,No
Newcastle,110000.0,3.0,1.0,426.0,,Flat,Yes
Newcastle,198300.0,3.0,2.0,527.0,,Terraced,
Gateshead,,2.0,,401.0,Freehold,Not Specified,Yes
Newcastle,190800.0,3.0,2.0,408.0,,Semi-Detached,No
Gateshead,164700.0,3.0,1.0,456.0,,,Yes
Newcastle,249200.0,3.0,1.0,446.0,,Mansionette,No
Newcastle,,2.0,,422.0,,Semi-Detached,
Newcastle,184400.0,2.0,1.0,498.0,,Detached,No
Newcastle,,1.0,1.0,,Freehold,Detached,Not Specified
Newcastle,,3.0,,433.0,,Apartment,Yes
Gateshead,319700.0,3.0,1.0,1062.0,,Detached,No
Gateshead,170100.0,4.0,1.0,564.0,Unknown,Terraced,
Newcastle,261500.0,3.0,1.0,441.0,,Semi-Detached,No
Morpeth,97500.0,3.0,1.0,428.0,Freehold,Apartment,
,,2.0,1.0,488.0,,Flat,No
Morpeth,83100.0,5.0,1.0,426.0,,Detached,Not Specified
Gateshead,157700.0,2.0,1.0,469.0,,Semi-Detached,Yes
Gateshead,193900.0,3.0,1.0,437.0,,Terraced,Not Specified
Gateshead,184700.0,2.0,1.0,469.0,Co-operative Society,,Not Specified
Sunderland,118400.0,3.0,1.0,447.0,,Flat,Yes
Newcastle,85200.0,3.0,1.0,450.0,Freehold,,Yes
Gateshead,,2.0,1.0,,,Terraced,Yes
Sunderland,64700.0,2.0,1.0,430.0,Freehold,Flat,No
Gateshead,150100.0,4.0,1.0,438.0,Freehold,Detached,Yes
Newcastle,621500.0,2.0,1.0,954.0,,Apartment,No
Newcastle,298300.0,2.0,1.0,423.0,Freehold,Apartment,Yes
Newcastle,116900.0,2.0,1.0,407.0,,,
Newcastle,305800.0,3.0,1.0,434.0,Leasehold,Terraced,Yes
Gateshead,196100.0,2.0,2.0,624.0,,Flat,Yes
,,2.0,2.0,507.0,,Semi-Detached,Yes
Gateshead,124900.0,2.0,2.0,428.0,,Terraced,Yes
Gateshead,141700.0,2.0,1.0,408.0,,Semi-Detached,Not Specified
Newcastle,349300.0,2.0,1.0,469.0,,Mansionette,Yes
Newcastle,181500.0,5.0,1.0,416.0,Co-operative Society,,No
Gateshead,154600.0,2.0,1.0,480.0,Freehold,Flat,Yes
Gateshead,184700.0,3.0,1.0,431.0,,Apartment,
Newcastle,228200.0,1.0,1.0,473.0,Freehold,Semi-Detached,Yes
Gateshead,154800.0,1.0,1.0,440.0,Freehold,Semi-Detached,Yes
Sunderland,63300.0,4.0,1.0,413.0,,Flat,Yes
Gateshead,389900.0,2.0,1.0,1146.0,,Apartment,Yes
Newcastle,645700.0,2.0,1.0,1143.0,Leasehold,Not Specified,Yes
Newcastle,175500.0,2.0,1.0,448.0,,Flat,Yes
Newcastle,128900.0,2.0,1.0,428.0,Freehold,Not Specified,Yes
Sunderland,,2.0,1.0,,,Not Specified,Yes
Newcastle,190300.0,1.0,2.0,466.0,,,Yes
Sunderland,68300.0,2.0,1.0,461.0,,Detached,Patio
Gateshead,148700.0,3.0,1.0,411.0,,Detached,Yes
Gateshead,,2.0,2.0,,,Detached,Not Specified
Gateshead,173200.0,2.0,1.0,450.0,,Terraced,No
Newcastle,195900.0,1.0,1.0,562.0,,Not Specified,Yes
Gateshead,194900.0,3.0,2.0,463.0,Freehold,Flat,
Newcastle,180100.0,2.0,1.0,458.0,,Semi-Detached,Yes
Newcastle,223500.0,2.0,1.0,422.0,Leasehold,,No
Gateshead,,1.0,1.0,,,Flat,No
,,1.0,1.0,,,Not Specified,Yes
Gateshead,99300.0,2.0,1.0,403.0,,Semi-Detached,Yes
Newcastle,139700.0,2.0,1.0,442.0,Co-operative Society,Semi-Detached,Yes
Newcastle,193600.0,1.0,2.0,427.0,,Flat,Yes
Gateshead,157900.0,4.0,1.0,433.0,,Flat,Not Specified
Gateshead,141300.0,3.0,1.0,464.0,,,Yes
Newcastle,200300.0,3.0,1.0,441.0,Freehold,Semi-Detached,Yes
Sunderland,114800.0,3.0,1.0,467.0,Freehold,Detached,
Newcastle,146600.0,2.0,1.0,437.0,,Detached,No
Morpeth,79500.0,2.0,1.0,437.0,,,Yes
Morpeth,59000.0,2.0,2.0,473.0,,Semi-Detached,Yes
Gateshead,172500.0,1.0,1.0,442.0,Freehold,Flat,No
Gateshead,123300.0,1.0,1.0,429.0,,Detached,Not Specified
Gateshead,218300.0,1.0,1.0,539.0,,Semi-Detached,No
Newcastle,245900.0,3.0,2.0,514.0,,Semi-Detached,No
Gateshead,190800.0,2.0,1.0,451.0,Unknown,Flat,Yes
Gateshead,167000.0,1.0,1.0,431.0,Freehold,Not Specified,Yes
Gateshead,118600.0,2.0,1.0,416.0,,Semi-Detached,Yes
Sunderland,111600.0,3.0,1.0,646.0,,,
Gateshead,,4.0,1.0,,,Flat,Yes
Gateshead,139200.0,2.0,1.0,440.0,,Apartment,Yes
Newcastle,,5.0,1.0,,Freehold,Semi-Detached,Yes
Gateshead,224300.0,2.0,1.0,780.0,,Terraced,No
,,3.0,1.0,485.0,,Flat,Yes
Gateshead,154100.0,4.0,1.0,442.0,Leasehold,Terraced,Yes
Gateshead,173200.0,2.0,2.0,569.0,,Semi-Detached,No
Newcastle,181800.0,3.0,2.0,456.0,,Terraced,Not Specified
Newcastle,,4.0,1.0,,Co-operative Society,,Yes
Gateshead,,3.0,1.0,,,Detached,No
Gateshead,144500.0,2.0,1.0,477.0,,Terraced,Yes
Newcastle,216000.0,2.0,2.0,427.0,Leasehold,Apartment,Yes
Newcastle,154900.0,2.0,1.0,403.0,Co-operative Society,Semi-Detached,Not Specified
Newcastle,349400.0,4.0,1.0,641.0,Leasehold,Semi-Detached,Yes
Gateshead,122600.0,3.0,1.0,431.0,,Mansionette,Yes
Newcastle,192100.0,4.0,1.0,500.0,,Semi-Detached,
Gateshead,195800.0,2.0,1.0,501.0,,Semi-Detached,Yes
Newcastle,301600.0,3.0,2.0,445.0,,Apartment,No
Gateshead,132100.0,1.0,1.0,402.0,,Flat,Patio
Gateshead,145800.0,2.0,1.0,559.0,Freehold,Terraced,No
Newcastle,152300.0,2.0,1.0,437.0,Co-operative Society,Flat,Patio
Gateshead,129100.0,2.0,1.0,412.0,,Not Specified,Yes
Morpeth,32000.0,3.0,1.0,449.0,Leasehold,Not Specified,Yes
Gateshead,215500.0,2.0,1.0,455.0,,Semi-Detached,Not Specified
,,1.0,1.0,557.0,Leasehold,Detached,Yes
Sunderland,98800.0,3.0,1.0,690.0,,Flat,Yes
Newcastle,371700.0,2.0,2.0,561.0,,Detached,No
Newcastle,275200.0,3.0,1.0,444.0,,Terraced,
Newcastle,301400.0,2.0,1.0,499.0,,Terraced,Yes
Newcastle,214700.0,2.0,1.0,459.0,,,Yes
Newcastle,201700.0,3.0,1.0,514.0,Freehold,Terraced,No
Newcastle,,4.0,,414.0,Co-operative Society,Terraced,Yes
Morpeth,223700.0,3.0,1.0,447.0,Freehold,Apartment,No
Gateshead,,3.0,,422.0,Co-operative Society,Detached,Patio
Sunderland,126000.0,1.0,1.0,463.0,,Semi-Detached,Not Specified
Newcastle,902200.0,3.0,1.0,1188.0,,Semi-Detached,Yes
Sunderland,107100.0,4.0,1.0,433.0,Leasehold,Terraced,Yes
Morpeth,113100.0,1.0,1.0,501.0,,Semi-Detached,Yes
Gateshead,,3.0,1.0,,Freehold,Flat,
Gateshead,121100.0,2.0,1.0,413.0,,Semi-Detached,Yes
,,2.0,1.0,538.0,Leasehold,Detached,Yes
Gateshead,178400.0,4.0,1.0,438.0,Leasehold,Not Specified,Yes
Gateshead,190400.0,1.0,1.0,463.0,,Mansionette,Yes
Sunderland,88200.0,5.0,1.0,504.0,Freehold,Semi-Detached,Yes
Gateshead,193500.0,1.0,1.0,499.0,,Terraced,Not Specified
Newcastle,,2.0,1.0,,,Semi-Detached,No
Gateshead,144800.0,2.0,1.0,444.0,Freehold,Semi-Detached,
Sunderland,,1.0,1.0,,Unknown,,Not Specified
Newcastle,197700.0,1.0,1.0,440.0,,,Yes
Newcastle,170800.0,3.0,1.0,436.0,,Semi-Detached,No
Newcastle,261800.0,1.0,1.0,404.0,Freehold,Terraced,Yes
Morpeth,,2.0,1.0,,,Flat,Yes
Gateshead,128400.0,2.0,1.0,445.0,,,
Gateshead,,3.0,1.0,,,Terraced,Patio
Gateshead,227500.0,1.0,1.0,439.0,Freehold,Flat,
Newcastle,199100.0,,1.0,442.0,,Semi-Detached,Yes
Newcastle,182100.0,4.0,1.0,409.0,Freehold,Semi-Detached,Yes
Newcastle,226000.0,2.0,1.0,433.0,,Semi-Detached,Yes
Newcastle,301800.0,2.0,1.0,427.0,,Apartment,Patio
Gateshead,131600.0,3.0,1.0,439.0,,Flat,Yes
Gateshead,133700.0,2.0,1.0,414.0,,Semi-Detached,Not Specified
Gateshead,209200.0,3.0,1.0,505.0,,Semi-Detached,Yes
Newcastle,437900.0,2.0,1.0,774.0,,,Yes
,,2.0,1.0,486.0,,Flat,Yes
Gateshead,141900.0,2.0,2.0,443.0,,Flat,No
Sunderland,,2.0,,,,Detached,Yes
Gateshead,188800.0,2.0,1.0,538.0,Freehold,,No
Gateshead,185900.0,1.0,1.0,428.0,,Terraced,Yes
Gateshead,165600.0,2.0,2.0,516.0,,Semi-Detached,Patio
Newcastle,204000.0,2.0,1.0,436.0,,Detached,Yes
Morpeth,71600.0,2.0,1.0,682.0,,Detached,Yes
Gateshead,137200.0,2.0,1.0,429.0,Freehold,Mansionette,No
Newcastle,284500.0,3.0,1.0,465.0,,,
Newcastle,138100.0,1.0,1.0,448.0,Freehold,,Yes
Gateshead,182400.0,1.0,1.0,553.0,Leasehold,Mansionette,Yes
Gateshead,161900.0,2.0,1.0,490.0,Freehold,Terraced,No
Gateshead,164500.0,1.0,1.0,426.0,,,Yes
Newcastle,251800.0,3.0,1.0,421.0,Freehold,,Yes
,,3.0,1.0,448.0,,Mansionette,Yes
Gateshead,177800.0,2.0,2.0,464.0,,Flat,Not Specified
Gateshead,183400.0,3.0,1.0,473.0,Freehold,Detached,No
Gateshead,,2.0,,449.0,Leasehold,Flat,No
Newcastle,187600.0,3.0,1.0,426.0,,Semi-Detached,Yes
Sunderland,81400.0,2.0,1.0,510.0,,Terraced,Yes
Gateshead,198500.0,4.0,2.0,444.0,,Apartment,Yes
Newcastle,133300.0,3.0,1.0,403.0,,Semi-Detached,Yes
Gateshead,189200.0,2.0,2.0,482.0,,Not Specified,No
Newcastle,221800.0,2.0,1.0,424.0,Freehold,Semi-Detached,Yes
Newcastle,326600.0,2.0,1.0,539.0,Co-operative Society,,Not Specified
Newcastle,163100.0,2.0,1.0,421.0,,Terraced,Yes
Gateshead,179700.0,3.0,1.0,502.0,,Semi-Detached,
Gateshead,127200.0,2.0,1.0,424.0,Co-operative Society,,Patio
Newcastle,294800.0,2.0,1.0,748.0,Unknown,Semi-Detached,
Newcastle,174800.0,1.0,1.0,465.0,,Apartment,Yes
Newcastle,160300.0,2.0,1.0,483.0,Co-operative Society,Apartment,No
Gateshead,,2.0,1.0,,,Semi-Detached,No
Gateshead,171100.0,2.0,1.0,438.0,,Terraced,Patio
Gateshead,222100.0,1.0,1.0,605.0,,,Yes
Gateshead,164400.0,5.0,1.0,439.0,,Terraced,Yes
Sunderland,64200.0,2.0,1.0,473.0,,Semi-Detached,Not Specified
Gateshead,156400.0,2.0,2.0,454.0,,Semi-Detached,Yes
Gateshead,118400.0,2.0,1.0,449.0,Leasehold,Semi-Detached,
Gateshead,134700.0,2.0,1.0,425.0,Freehold,Detached,
Newcastle,253500.0,3.0,1.0,446.0,,Mansionette,
Newcastle,141500.0,3.0,1.0,435.0,,Apartment,Yes
,,3.0,1.0,451.0,Leasehold,Detached,Not Specified
